"","X","CLOSURE_REASON","TYPE","LATITUDE","LONGITUDE","AGES_0_9_...","AGES_10_19_...","AGES_20_34_...","AGES_35_54_...","AGES_55_64_...","AGES_65_UP_...","SOURCE","NEIGHBORHOOD","ZIPCODE","CASE_OPEN_.Days.","WORK_TRANSPORT_AT_HOME_...","WORK_TRANSPORT_CAR_TRUCK_VAN_...","WORK_TRANSPORT_DROVE_ALONE_...","WORK_TRANSPORT_CARPOOLED_...","WORK_TRANSPORT_BUS_TROLLEY_...","WORK_TRANSPORT_SUBWAY_ELEVATED_...","WORK_TRANSPORT_RAILROAD_...","WORK_TRANSPORT_BICYCLE_...","WORK_TRANSPORT_WALKED_...","WORK_TRANSPORT_OTHER_...","WORK_TRANSPORT_TOTAL_...","HOME_OWNER_...","HOME_RENTER_...","HOME_TOTAL_...","RACE_WHITE_...","RACE_AFRICAN_AMERICAN_...","RACE_HISPANIC_...","RACE_ASIAN_...","RACE_OTHER_...","RACE_TOTAL_...","REGION_MEDIAN_INCOME_(USD)"
"7554",7554,"Case Closed Duplicate of Existing Case","Request for Pothole Repair",42.3428,-71.0752,2344,1733,10350,8840,3075,3270,"Constituent Call","South End","2118",0,611,5423,4836,587,2496,2719,400,556,5345,251,17801,5702,9927,15629,16024,3968,4019,4762,839,29612,65877
"7555",7555,"Case Closed Case Resolved sink hole backfilled on gravel roadway in rear of building","Request for Pothole Repair",42.3428,-71.0752,2344,1733,10350,8840,3075,3270,"Constituent Call","South End","2118",1,611,5423,4836,587,2496,2719,400,556,5345,251,17801,5702,9927,15629,16024,3968,4019,4762,839,29612,65877
"7556",7556,"Case Closed Case Resolved sinkhole backfilled on gravel alley at rear of 161 W. Brookline St","Request for Pothole Repair",42.3426,-71.0757,2344,1733,10350,8840,3075,3270,"Constituent Call","South End","2118",0,611,5423,4836,587,2496,2719,400,556,5345,251,17801,5702,9927,15629,16024,3968,4019,4762,839,29612,65877
"7557",7557,"Case Closed Internal Case Performed by Highway Maintenance crew.","Pothole Repair Internal",42.3438,-71.0727,2344,1733,10350,8840,3075,3270,"Employee Generated","South End","2118",0,611,5423,4836,587,2496,2719,400,556,5345,251,17801,5702,9927,15629,16024,3968,4019,4762,839,29612,65877
"7558",7558,"Case Closed Internal Case Performed by Highway Maintenance crew.","Pothole Repair Internal",42.3438,-71.0727,2344,1733,10350,8840,3075,3270,"Employee Generated","South End","2118",0,611,5423,4836,587,2496,2719,400,556,5345,251,17801,5702,9927,15629,16024,3968,4019,4762,839,29612,65877
"7559",7559,"Case Closed Case Resolved","Request for Pothole Repair",42.3448,-71.0772,2344,1733,10350,8840,3075,3270,"Citizens Connect App","South End","none",3,611,5423,4836,587,2496,2719,400,556,5345,251,17801,5702,9927,15629,16024,3968,4019,4762,839,29612,65877
"7560",7560,"Case Closed Case Resolved","Request for Pothole Repair",42.337,-71.0763,2344,1733,10350,8840,3075,3270,"City Worker App","South End","none",0,611,5423,4836,587,2496,2719,400,556,5345,251,17801,5702,9927,15629,16024,3968,4019,4762,839,29612,65877
"7561",7561,"Case Closed Case Resolved","Request for Pothole Repair",42.337,-71.0763,2344,1733,10350,8840,3075,3270,"City Worker App","South End","none",0,611,5423,4836,587,2496,2719,400,556,5345,251,17801,5702,9927,15629,16024,3968,4019,4762,839,29612,65877
"7562",7562,"Case Closed Case Resolved patched","Request for Pothole Repair",42.3594,-71.0587,3845,2944,5346,8899,3935,5476,"City Worker App","West Roxbury","2132",0,643,12651,11327,1324,846,859,600,48,288,108,16043,8237,4723,12960,22302,2959,2573,1976,635,30445,78670
"7563",7563,"Case Closed Case Resolved patched","Request for Pothole Repair",42.2634,-71.1549,3845,2944,5346,8899,3935,5476,"City Worker App","West Roxbury","none",0,643,12651,11327,1324,846,859,600,48,288,108,16043,8237,4723,12960,22302,2959,2573,1976,635,30445,78670
"7564",7564,"Case Closed Case Resolved patched","Request for Pothole Repair",42.2639,-71.1543,3845,2944,5346,8899,3935,5476,"City Worker App","West Roxbury","none",0,643,12651,11327,1324,846,859,600,48,288,108,16043,8237,4723,12960,22302,2959,2573,1976,635,30445,78670
"7565",7565,"Case Closed Case Resolved patched","Request for Pothole Repair",42.2645,-71.1536,3845,2944,5346,8899,3935,5476,"City Worker App","West Roxbury","none",0,643,12651,11327,1324,846,859,600,48,288,108,16043,8237,4723,12960,22302,2959,2573,1976,635,30445,78670
"7566",7566,"Case Closed Case Resolved patched","Request for Pothole Repair",42.2645,-71.1536,3845,2944,5346,8899,3935,5476,"City Worker App","West Roxbury","none",0,643,12651,11327,1324,846,859,600,48,288,108,16043,8237,4723,12960,22302,2959,2573,1976,635,30445,78670
"7567",7567,"Case Closed Case Resolved patched","Request for Pothole Repair",42.2729,-71.1437,3845,2944,5346,8899,3935,5476,"Constituent Call","West Roxbury","none",1,643,12651,11327,1324,846,859,600,48,288,108,16043,8237,4723,12960,22302,2959,2573,1976,635,30445,78670
"7568",7568,"Case Closed Internal Case Performed by Highway Maintenance crew.","Pothole Repair Internal",42.2612,-71.1567,3845,2944,5346,8899,3935,5476,"Employee Generated","West Roxbury","2132",0,643,12651,11327,1324,846,859,600,48,288,108,16043,8237,4723,12960,22302,2959,2573,1976,635,30445,78670
"7569",7569,"Case Closed Internal Case Performed by Highway Maintenance crew.","Pothole Repair Internal",42.2628,-71.155,3845,2944,5346,8899,3935,5476,"Employee Generated","West Roxbury","2132",0,643,12651,11327,1324,846,859,600,48,288,108,16043,8237,4723,12960,22302,2959,2573,1976,635,30445,78670
"7570",7570,"Case Closed Internal Case Performed by Highway Maintenance crew.","Pothole Repair Internal",42.2628,-71.155,3845,2944,5346,8899,3935,5476,"Employee Generated","West Roxbury","2132",0,643,12651,11327,1324,846,859,600,48,288,108,16043,8237,4723,12960,22302,2959,2573,1976,635,30445,78670
"7571",7571,"Case Closed Internal Case Performed by Highway Maintenance crew.","Pothole Repair Internal",42.2628,-71.155,3845,2944,5346,8899,3935,5476,"Employee Generated","West Roxbury","2132",0,643,12651,11327,1324,846,859,600,48,288,108,16043,8237,4723,12960,22302,2959,2573,1976,635,30445,78670
"7572",7572,"Case Closed Internal Case Performed by Highway Maintenance crew.","Pothole Repair Internal",42.2628,-71.155,3845,2944,5346,8899,3935,5476,"Employee Generated","West Roxbury","2132",0,643,12651,11327,1324,846,859,600,48,288,108,16043,8237,4723,12960,22302,2959,2573,1976,635,30445,78670
"7573",7573,"Case Closed Internal Case Performed by Highway Maintenance crew.","Pothole Repair Internal",42.2628,-71.155,3845,2944,5346,8899,3935,5476,"Employee Generated","West Roxbury","2132",0,643,12651,11327,1324,846,859,600,48,288,108,16043,8237,4723,12960,22302,2959,2573,1976,635,30445,78670
"7574",7574,"Case Closed Internal Case Performed by Highway Maintenance crew.","Pothole Repair Internal",42.2628,-71.155,3845,2944,5346,8899,3935,5476,"Employee Generated","West Roxbury","2132",0,643,12651,11327,1324,846,859,600,48,288,108,16043,8237,4723,12960,22302,2959,2573,1976,635,30445,78670
"7575",7575,"Case Closed Internal Case Performed by Highway Maintenance crew.","Pothole Repair Internal",42.2628,-71.155,3845,2944,5346,8899,3935,5476,"Employee Generated","West Roxbury","2132",0,643,12651,11327,1324,846,859,600,48,288,108,16043,8237,4723,12960,22302,2959,2573,1976,635,30445,78670
"7576",7576,"Case Closed Internal Case Performed by Highway Maintenance crew.","Pothole Repair Internal",42.2628,-71.155,3845,2944,5346,8899,3935,5476,"Employee Generated","West Roxbury","2132",0,643,12651,11327,1324,846,859,600,48,288,108,16043,8237,4723,12960,22302,2959,2573,1976,635,30445,78670
"7577",7577,"Case Closed Internal Case Performed by Highway Maintenance crew.","Pothole Repair Internal",42.2628,-71.155,3845,2944,5346,8899,3935,5476,"Employee Generated","West Roxbury","2132",0,643,12651,11327,1324,846,859,600,48,288,108,16043,8237,4723,12960,22302,2959,2573,1976,635,30445,78670
"7578",7578,"Case Closed Internal Case Performed by Highway Maintenance crew.","Pothole Repair Internal",42.2628,-71.155,3845,2944,5346,8899,3935,5476,"Employee Generated","West Roxbury","2132",0,643,12651,11327,1324,846,859,600,48,288,108,16043,8237,4723,12960,22302,2959,2573,1976,635,30445,78670
"7579",7579,"Case Closed Internal Case Performed by Highway Maintenance crew.","Pothole Repair Internal",42.2628,-71.155,3845,2944,5346,8899,3935,5476,"Employee Generated","West Roxbury","2132",0,643,12651,11327,1324,846,859,600,48,288,108,16043,8237,4723,12960,22302,2959,2573,1976,635,30445,78670
"7580",7580,"Case Closed Internal Case Performed by Highway Maintenance crew.","Pothole Repair Internal",42.2628,-71.155,3845,2944,5346,8899,3935,5476,"Employee Generated","West Roxbury","2132",0,643,12651,11327,1324,846,859,600,48,288,108,16043,8237,4723,12960,22302,2959,2573,1976,635,30445,78670
"7581",7581,"Case Closed Internal Case Performed by Highway Maintenance crew.","Pothole Repair Internal",42.264,-71.1538,3845,2944,5346,8899,3935,5476,"Employee Generated","West Roxbury","2132",0,643,12651,11327,1324,846,859,600,48,288,108,16043,8237,4723,12960,22302,2959,2573,1976,635,30445,78670
"7582",7582,"Case Closed Internal Case Performed by Highway Maintenance crew.","Pothole Repair Internal",42.2729,-71.1437,3845,2944,5346,8899,3935,5476,"Employee Generated","West Roxbury","none",0,643,12651,11327,1324,846,859,600,48,288,108,16043,8237,4723,12960,22302,2959,2573,1976,635,30445,78670
"7583",7583,"Case Closed Internal Case Performed by Highway Maintenance crew.","Pothole Repair Internal",42.2729,-71.1437,3845,2944,5346,8899,3935,5476,"Employee Generated","West Roxbury","none",0,643,12651,11327,1324,846,859,600,48,288,108,16043,8237,4723,12960,22302,2959,2573,1976,635,30445,78670
"7584",7584,"Case Closed Internal Case Performed by Highway Maintenance crew.","Pothole Repair Internal",42.2729,-71.1437,3845,2944,5346,8899,3935,5476,"Employee Generated","West Roxbury","none",0,643,12651,11327,1324,846,859,600,48,288,108,16043,8237,4723,12960,22302,2959,2573,1976,635,30445,78670
"7585",7585,"Case Closed Internal Case Performed by Highway Maintenance crew.","Pothole Repair Internal",42.2613,-71.1571,3845,2944,5346,8899,3935,5476,"Employee Generated","West Roxbury","none",0,643,12651,11327,1324,846,859,600,48,288,108,16043,8237,4723,12960,22302,2959,2573,1976,635,30445,78670
"7586",7586,"Case Closed Internal Case Performed by Highway Maintenance crew.","Pothole Repair Internal",42.2629,-71.1554,3845,2944,5346,8899,3935,5476,"Employee Generated","West Roxbury","none",0,643,12651,11327,1324,846,859,600,48,288,108,16043,8237,4723,12960,22302,2959,2573,1976,635,30445,78670
"7587",7587,"Case Closed Case Resolved patched","Request for Pothole Repair",42.2685,-71.1492,3845,2944,5346,8899,3935,5476,"City Worker App","West Roxbury","none",0,643,12651,11327,1324,846,859,600,48,288,108,16043,8237,4723,12960,22302,2959,2573,1976,635,30445,78670
"7588",7588,"Case Closed Case Resolved Marked completed at case creation","Request for Pothole Repair",42.266,-71.1515,3845,2944,5346,8899,3935,5476,"City Worker App","West Roxbury","2132",0,643,12651,11327,1324,846,859,600,48,288,108,16043,8237,4723,12960,22302,2959,2573,1976,635,30445,78670
"7589",7589,"Case Closed Internal Case Performed by Highway Maintenance crew.","Pothole Repair Internal",42.2625,-71.1553,3845,2944,5346,8899,3935,5476,"Employee Generated","West Roxbury","2132",0,643,12651,11327,1324,846,859,600,48,288,108,16043,8237,4723,12960,22302,2959,2573,1976,635,30445,78670
"7590",7590,"Case Closed Case Resolved Marked completed at case creation","Request for Pothole Repair",42.2723,-71.1445,3845,2944,5346,8899,3935,5476,"City Worker App","West Roxbury","none",0,643,12651,11327,1324,846,859,600,48,288,108,16043,8237,4723,12960,22302,2959,2573,1976,635,30445,78670
"7591",7591,"Case Closed Internal Case Performed by Highway Maintenance crew.","Pothole Repair Internal",42.2617,-71.1569,3845,2944,5346,8899,3935,5476,"Employee Generated","West Roxbury","2132",0,643,12651,11327,1324,846,859,600,48,288,108,16043,8237,4723,12960,22302,2959,2573,1976,635,30445,78670
"7592",7592,"Case Closed Internal Case Performed by Highway Maintenance crew.","Pothole Repair Internal",42.2619,-71.156,3845,2944,5346,8899,3935,5476,"Employee Generated","West Roxbury","2132",0,643,12651,11327,1324,846,859,600,48,288,108,16043,8237,4723,12960,22302,2959,2573,1976,635,30445,78670
"7593",7593,"Case Closed Internal Case Performed by Highway Maintenance crew.","Pothole Repair Internal",42.2629,-71.1554,3845,2944,5346,8899,3935,5476,"Employee Generated","West Roxbury","none",0,643,12651,11327,1324,846,859,600,48,288,108,16043,8237,4723,12960,22302,2959,2573,1976,635,30445,78670
"7594",7594,"Case Closed Internal Case Performed by Highway Maintenance crew.","Pothole Repair Internal",42.2625,-71.1553,3845,2944,5346,8899,3935,5476,"Employee Generated","West Roxbury","2132",0,643,12651,11327,1324,846,859,600,48,288,108,16043,8237,4723,12960,22302,2959,2573,1976,635,30445,78670
"7595",7595,"Case Closed Internal Case Performed by Highway Maintenance crew.","Pothole Repair Internal",42.269,-71.1486,3845,2944,5346,8899,3935,5476,"Employee Generated","West Roxbury","none",0,643,12651,11327,1324,846,859,600,48,288,108,16043,8237,4723,12960,22302,2959,2573,1976,635,30445,78670
"7596",7596,"Case Closed Internal Case Performed by Highway Maintenance crew.","Pothole Repair Internal",42.269,-71.1486,3845,2944,5346,8899,3935,5476,"Employee Generated","West Roxbury","none",0,643,12651,11327,1324,846,859,600,48,288,108,16043,8237,4723,12960,22302,2959,2573,1976,635,30445,78670
"7597",7597,"Case Closed Internal Case Performed by Highway Maintenance crew.","Pothole Repair Internal",42.2685,-71.1492,3845,2944,5346,8899,3935,5476,"Employee Generated","West Roxbury","none",0,643,12651,11327,1324,846,859,600,48,288,108,16043,8237,4723,12960,22302,2959,2573,1976,635,30445,78670
"7598",7598,"Case Closed Internal Case Performed by Highway Maintenance crew.","Pothole Repair Internal",42.2685,-71.1492,3845,2944,5346,8899,3935,5476,"Employee Generated","West Roxbury","none",0,643,12651,11327,1324,846,859,600,48,288,108,16043,8237,4723,12960,22302,2959,2573,1976,635,30445,78670
"7599",7599,"Case Closed Case Resolved patched","Request for Pothole Repair",42.2729,-71.1437,3845,2944,5346,8899,3935,5476,"City Worker App","West Roxbury","none",0,643,12651,11327,1324,846,859,600,48,288,108,16043,8237,4723,12960,22302,2959,2573,1976,635,30445,78670
"7600",7600,"Case Closed Case Resolved patched cold patch","Request for Pothole Repair",42.2601,-71.153,3845,2944,5346,8899,3935,5476,"Constituent Call","West Roxbury","none",0,643,12651,11327,1324,846,859,600,48,288,108,16043,8237,4723,12960,22302,2959,2573,1976,635,30445,78670
"7601",7601,"Case Closed Internal Case Performed by Highway Maintenance crew.","Pothole Repair Internal",42.2634,-71.1549,3845,2944,5346,8899,3935,5476,"Employee Generated","West Roxbury","none",0,643,12651,11327,1324,846,859,600,48,288,108,16043,8237,4723,12960,22302,2959,2573,1976,635,30445,78670
"7602",7602,"Case Closed Internal Case Performed by Highway Maintenance crew.","Pothole Repair Internal",42.2619,-71.156,3845,2944,5346,8899,3935,5476,"Employee Generated","West Roxbury","2132",0,643,12651,11327,1324,846,859,600,48,288,108,16043,8237,4723,12960,22302,2959,2573,1976,635,30445,78670
"7603",7603,"Case Closed Internal Case Performed by Highway Maintenance crew.","Pothole Repair Internal",42.2612,-71.1566,3845,2944,5346,8899,3935,5476,"Employee Generated","West Roxbury","2132",0,643,12651,11327,1324,846,859,600,48,288,108,16043,8237,4723,12960,22302,2959,2573,1976,635,30445,78670
"7604",7604,"Case Closed Internal Case Performed by Highway Maintenance crew.","Pothole Repair Internal",42.2625,-71.1553,3845,2944,5346,8899,3935,5476,"Employee Generated","West Roxbury","2132",0,643,12651,11327,1324,846,859,600,48,288,108,16043,8237,4723,12960,22302,2959,2573,1976,635,30445,78670
"7605",7605,"Case Closed Internal Case Performed by Highway Maintenance crew.","Pothole Repair Internal",42.2634,-71.1543,3845,2944,5346,8899,3935,5476,"Employee Generated","West Roxbury","2132",0,643,12651,11327,1324,846,859,600,48,288,108,16043,8237,4723,12960,22302,2959,2573,1976,635,30445,78670
"7606",7606,"Case Closed Internal Case Performed by Highway Maintenance crew.","Pothole Repair Internal",42.2629,-71.1554,3845,2944,5346,8899,3935,5476,"Employee Generated","West Roxbury","none",0,643,12651,11327,1324,846,859,600,48,288,108,16043,8237,4723,12960,22302,2959,2573,1976,635,30445,78670
"7607",7607,"Case Closed Case Resolved patched","Request for Pothole Repair",42.2631,-71.15,3845,2944,5346,8899,3935,5476,"Constituent Call","West Roxbury","2132",0,643,12651,11327,1324,846,859,600,48,288,108,16043,8237,4723,12960,22302,2959,2573,1976,635,30445,78670
"7608",7608,"Case Closed Case Resolved patched","Request for Pothole Repair",42.2733,-71.1426,3845,2944,5346,8899,3935,5476,"City Worker App","West Roxbury","2136",0,643,12651,11327,1324,846,859,600,48,288,108,16043,8237,4723,12960,22302,2959,2573,1976,635,30445,78670
"7609",7609,"Case Closed Case Resolved patched","Request for Pothole Repair",42.2873,-71.1474,3845,2944,5346,8899,3935,5476,"City Worker App","West Roxbury","none",0,643,12651,11327,1324,846,859,600,48,288,108,16043,8237,4723,12960,22302,2959,2573,1976,635,30445,78670
"7610",7610,"Case Closed Internal Case Performed by Highway Maintenance crew.","Pothole Repair Internal",42.2733,-71.1426,3845,2944,5346,8899,3935,5476,"Employee Generated","West Roxbury","2136",0,643,12651,11327,1324,846,859,600,48,288,108,16043,8237,4723,12960,22302,2959,2573,1976,635,30445,78670
"7611",7611,"Case Closed Internal Case Performed by Highway Maintenance crew.","Pothole Repair Internal",42.2613,-71.1571,3845,2944,5346,8899,3935,5476,"Employee Generated","West Roxbury","none",0,643,12651,11327,1324,846,859,600,48,288,108,16043,8237,4723,12960,22302,2959,2573,1976,635,30445,78670
"7612",7612,"Case Closed Case Resolved patched","Request for Pothole Repair",42.27,-71.1473,3845,2944,5346,8899,3935,5476,"City Worker App","West Roxbury","none",1,643,12651,11327,1324,846,859,600,48,288,108,16043,8237,4723,12960,22302,2959,2573,1976,635,30445,78670
"7613",7613,"Case Closed Case Resolved the pkwy is dcr","Request for Pothole Repair",42.2729,-71.1437,3845,2944,5346,8899,3935,5476,"Self Service","West Roxbury","none",1,643,12651,11327,1324,846,859,600,48,288,108,16043,8237,4723,12960,22302,2959,2573,1976,635,30445,78670
"7614",7614,"Case Closed Case Resolved patched","Request for Pothole Repair",42.2685,-71.1492,3845,2944,5346,8899,3935,5476,"City Worker App","West Roxbury","none",0,643,12651,11327,1324,846,859,600,48,288,108,16043,8237,4723,12960,22302,2959,2573,1976,635,30445,78670
"7615",7615,"Case Closed Case Resolved Marked completed at case creation","Request for Pothole Repair",42.2679,-71.1498,3845,2944,5346,8899,3935,5476,"City Worker App","West Roxbury","none",0,643,12651,11327,1324,846,859,600,48,288,108,16043,8237,4723,12960,22302,2959,2573,1976,635,30445,78670
"7616",7616,"Case Closed Case Resolved Marked completed at case creation","Request for Pothole Repair",42.2645,-71.1536,3845,2944,5346,8899,3935,5476,"City Worker App","West Roxbury","none",0,643,12651,11327,1324,846,859,600,48,288,108,16043,8237,4723,12960,22302,2959,2573,1976,635,30445,78670
"7617",7617,"Case Closed Case Resolved Marked completed at case creation","Request for Pothole Repair",42.2645,-71.1536,3845,2944,5346,8899,3935,5476,"City Worker App","West Roxbury","none",0,643,12651,11327,1324,846,859,600,48,288,108,16043,8237,4723,12960,22302,2959,2573,1976,635,30445,78670
"7618",7618,"Case Closed Case Resolved Marked completed at case creation","Request for Pothole Repair",42.2685,-71.1492,3845,2944,5346,8899,3935,5476,"City Worker App","West Roxbury","none",0,643,12651,11327,1324,846,859,600,48,288,108,16043,8237,4723,12960,22302,2959,2573,1976,635,30445,78670
"7619",7619,"Case Closed Case Resolved Marked completed at case creation","Request for Pothole Repair",42.2723,-71.1445,3845,2944,5346,8899,3935,5476,"City Worker App","West Roxbury","none",0,643,12651,11327,1324,846,859,600,48,288,108,16043,8237,4723,12960,22302,2959,2573,1976,635,30445,78670
"7620",7620,"Case Closed Internal Case Performed by Highway Maintenance crew.","Pothole Repair Internal",42.2729,-71.1437,3845,2944,5346,8899,3935,5476,"Employee Generated","West Roxbury","none",0,643,12651,11327,1324,846,859,600,48,288,108,16043,8237,4723,12960,22302,2959,2573,1976,635,30445,78670
"7621",7621,"Case Closed Internal Case Performed by Highway Maintenance crew.","Pothole Repair Internal",42.2592,-71.1455,3845,2944,5346,8899,3935,5476,"Employee Generated","West Roxbury","none",0,643,12651,11327,1324,846,859,600,48,288,108,16043,8237,4723,12960,22302,2959,2573,1976,635,30445,78670
"7622",7622,"Case Closed Internal Case Performed by Highway Maintenance crew.","Pothole Repair Internal",42.2592,-71.1455,3845,2944,5346,8899,3935,5476,"Employee Generated","West Roxbury","none",0,643,12651,11327,1324,846,859,600,48,288,108,16043,8237,4723,12960,22302,2959,2573,1976,635,30445,78670
"7623",7623,"Case Closed Internal Case Performed by Highway Maintenance crew.","Pothole Repair Internal",42.2592,-71.1455,3845,2944,5346,8899,3935,5476,"Employee Generated","West Roxbury","none",0,643,12651,11327,1324,846,859,600,48,288,108,16043,8237,4723,12960,22302,2959,2573,1976,635,30445,78670
"7624",7624,"Case Closed Internal Case Performed by Highway Maintenance crew.","Pothole Repair Internal",42.2592,-71.1455,3845,2944,5346,8899,3935,5476,"Employee Generated","West Roxbury","none",0,643,12651,11327,1324,846,859,600,48,288,108,16043,8237,4723,12960,22302,2959,2573,1976,635,30445,78670
"7625",7625,"Case Closed Internal Case Performed by Highway Maintenance crew.","Pothole Repair Internal",42.2592,-71.1455,3845,2944,5346,8899,3935,5476,"Employee Generated","West Roxbury","none",0,643,12651,11327,1324,846,859,600,48,288,108,16043,8237,4723,12960,22302,2959,2573,1976,635,30445,78670
"7626",7626,"Case Closed Case Resolved patched","Request for Pothole Repair",42.2613,-71.1571,3845,2944,5346,8899,3935,5476,"Citizens Connect App","West Roxbury","none",0,643,12651,11327,1324,846,859,600,48,288,108,16043,8237,4723,12960,22302,2959,2573,1976,635,30445,78670
"7627",7627,"Case Closed Case Resolved patched","Request for Pothole Repair",42.2639,-71.1543,3845,2944,5346,8899,3935,5476,"Citizens Connect App","West Roxbury","none",4,643,12651,11327,1324,846,859,600,48,288,108,16043,8237,4723,12960,22302,2959,2573,1976,635,30445,78670
"7628",7628,"Case Closed Internal Case Performed by Highway Maintenance crew.","Pothole Repair Internal",42.2634,-71.1549,3845,2944,5346,8899,3935,5476,"Employee Generated","West Roxbury","none",0,643,12651,11327,1324,846,859,600,48,288,108,16043,8237,4723,12960,22302,2959,2573,1976,635,30445,78670
"7629",7629,"Case Closed Internal Case Performed by Highway Maintenance crew.","Pothole Repair Internal",42.2634,-71.1549,3845,2944,5346,8899,3935,5476,"Employee Generated","West Roxbury","none",0,643,12651,11327,1324,846,859,600,48,288,108,16043,8237,4723,12960,22302,2959,2573,1976,635,30445,78670
"7630",7630,"Case Closed Case Resolved Marked completed at case creation","Request for Pothole Repair",42.2639,-71.1543,3845,2944,5346,8899,3935,5476,"City Worker App","West Roxbury","none",0,643,12651,11327,1324,846,859,600,48,288,108,16043,8237,4723,12960,22302,2959,2573,1976,635,30445,78670
"7631",7631,"Case Closed Case Resolved Marked completed at case creation","Request for Pothole Repair",42.2685,-71.1492,3845,2944,5346,8899,3935,5476,"City Worker App","West Roxbury","none",0,643,12651,11327,1324,846,859,600,48,288,108,16043,8237,4723,12960,22302,2959,2573,1976,635,30445,78670
"7632",7632,"Case Closed Case Resolved Marked completed at case creation","Request for Pothole Repair",42.2685,-71.1492,3845,2944,5346,8899,3935,5476,"City Worker App","West Roxbury","none",0,643,12651,11327,1324,846,859,600,48,288,108,16043,8237,4723,12960,22302,2959,2573,1976,635,30445,78670
"7633",7633,"Case Closed Case Resolved Marked completed at case creation","Request for Pothole Repair",42.2872,-71.1477,3845,2944,5346,8899,3935,5476,"City Worker App","West Roxbury","none",0,643,12651,11327,1324,846,859,600,48,288,108,16043,8237,4723,12960,22302,2959,2573,1976,635,30445,78670
"7634",7634,"Case Closed Case Resolved Marked completed at case creation","Request for Pothole Repair",42.2872,-71.1477,3845,2944,5346,8899,3935,5476,"City Worker App","West Roxbury","none",0,643,12651,11327,1324,846,859,600,48,288,108,16043,8237,4723,12960,22302,2959,2573,1976,635,30445,78670
"7635",7635,"Case Closed Internal Case Performed by Highway Maintenance crew.","Pothole Repair Internal",42.2615,-71.1561,3845,2944,5346,8899,3935,5476,"Employee Generated","West Roxbury","2132",0,643,12651,11327,1324,846,859,600,48,288,108,16043,8237,4723,12960,22302,2959,2573,1976,635,30445,78670
"7636",7636,"Case Closed Internal Case Performed by Highway Maintenance crew.","Pothole Repair Internal",42.2645,-71.1533,3845,2944,5346,8899,3935,5476,"Employee Generated","West Roxbury","2132",0,643,12651,11327,1324,846,859,600,48,288,108,16043,8237,4723,12960,22302,2959,2573,1976,635,30445,78670
"7637",7637,"Case Closed Internal Case Performed by Highway Maintenance crew.","Pothole Repair Internal",42.2645,-71.1533,3845,2944,5346,8899,3935,5476,"Employee Generated","West Roxbury","2132",0,643,12651,11327,1324,846,859,600,48,288,108,16043,8237,4723,12960,22302,2959,2573,1976,635,30445,78670
"7638",7638,"Case Closed Internal Case Performed by Highway Maintenance crew.","Pothole Repair Internal",42.2612,-71.1567,3845,2944,5346,8899,3935,5476,"Employee Generated","West Roxbury","2132",0,643,12651,11327,1324,846,859,600,48,288,108,16043,8237,4723,12960,22302,2959,2573,1976,635,30445,78670
"7639",7639,"Case Closed Internal Case Performed by Highway Maintenance crew.","Pothole Repair Internal",42.2619,-71.156,3845,2944,5346,8899,3935,5476,"Employee Generated","West Roxbury","2132",0,643,12651,11327,1324,846,859,600,48,288,108,16043,8237,4723,12960,22302,2959,2573,1976,635,30445,78670
"7640",7640,"Case Closed Internal Case Performed by Highway Maintenance crew.","Pothole Repair Internal",42.2619,-71.156,3845,2944,5346,8899,3935,5476,"Employee Generated","West Roxbury","2132",0,643,12651,11327,1324,846,859,600,48,288,108,16043,8237,4723,12960,22302,2959,2573,1976,635,30445,78670
"7641",7641,"Case Closed Internal Case Performed by Highway Maintenance crew.","Pothole Repair Internal",42.2615,-71.1563,3845,2944,5346,8899,3935,5476,"Employee Generated","West Roxbury","2132",0,643,12651,11327,1324,846,859,600,48,288,108,16043,8237,4723,12960,22302,2959,2573,1976,635,30445,78670
"7642",7642,"Case Closed Internal Case Performed by Highway Maintenance crew.","Pothole Repair Internal",42.2615,-71.1563,3845,2944,5346,8899,3935,5476,"Employee Generated","West Roxbury","2132",0,643,12651,11327,1324,846,859,600,48,288,108,16043,8237,4723,12960,22302,2959,2573,1976,635,30445,78670
"7643",7643,"Case Closed Internal Case Performed by Highway Maintenance crew.","Pothole Repair Internal",42.2625,-71.1553,3845,2944,5346,8899,3935,5476,"Employee Generated","West Roxbury","2132",0,643,12651,11327,1324,846,859,600,48,288,108,16043,8237,4723,12960,22302,2959,2573,1976,635,30445,78670
"7644",7644,"Case Closed Internal Case Performed by Highway Maintenance crew.","Pothole Repair Internal",42.2625,-71.1553,3845,2944,5346,8899,3935,5476,"Employee Generated","West Roxbury","2132",0,643,12651,11327,1324,846,859,600,48,288,108,16043,8237,4723,12960,22302,2959,2573,1976,635,30445,78670
"7645",7645,"Case Closed Internal Case Performed by Highway Maintenance crew.","Pothole Repair Internal",42.2628,-71.155,3845,2944,5346,8899,3935,5476,"Employee Generated","West Roxbury","2132",0,643,12651,11327,1324,846,859,600,48,288,108,16043,8237,4723,12960,22302,2959,2573,1976,635,30445,78670
"7646",7646,"Case Closed Internal Case Performed by Highway Maintenance crew.","Pothole Repair Internal",42.2628,-71.155,3845,2944,5346,8899,3935,5476,"Employee Generated","West Roxbury","2132",0,643,12651,11327,1324,846,859,600,48,288,108,16043,8237,4723,12960,22302,2959,2573,1976,635,30445,78670
