CASE_ENQUIRY_ID,OPEN_DT,CLOSED_DT,CASE_STATUS,CLOSURE_REASON,CASE_TITLE,SUBJECT,REASON,TYPE,QUEUE,Department,Location,fire_district,pwd_district,city_council_district,police_district,neighborhood,neighborhood_services_district,ward,precinct,land_usage,LOCATION_STREET_NAME,LOCATION_ZIPCODE,Property_Type,Property_ID,Source,Geocoded_Location,Location 1
1.01001E+11,2/21/14 0:00,2/24/14 0:00,Closed,Case Closed Case Resolved pothole patched,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,PWDx_District 02: Jamaica Plain,PWDx,4000 Washington St  Roslindale  MA  02131,12,2,5,E5,Roslindale,10,Ward 19,1911,C,4000 Washington St,2131,Address,145054,Constituent Call,"(42.2923, -71.1215)","(42.2923, -71.1215)"
1.01001E+11,2/21/14 0:00,2/24/14 0:00,Closed,Case Closed Case Resolved has been made safe,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,PWDx_District 10A: Roxbury,PWDx,INTERSECTION of Charlesgate East & Newbury St  Boston  MA,4,10A,8,D4,Fenway / Kenmore / Audubon Circle / Longwood,14,Ward 5,510,,INTERSECTION Charlesgate East & Newbury St,,Intersection,2818,Citizens Connect App,"(42.348, -71.0916)","(42.348, -71.0916)"
1.01001E+11,2/21/14 0:00,2/24/14 0:00,Closed,Case Closed Case Resolved made safe,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,PWDx_District 07: South Dorchester,PWDx,28 Chelmsford St  Dorchester  MA  02122,8,7,3,C11,Dorchester,7,Ward 16,1609,R2,28 Chelmsford St,2122,Address,30167,Constituent Call,"(42.2849, -71.0537)","(42.2849, -71.0537)"
1.01001E+11,2/21/14 0:00,2/24/14 0:00,Closed,Case Closed Case Resolved patched,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,PWDx_District 06: West Roxbury and Roslindale,PWDx,65 Heron St  West Roxbury  MA  02132,12,6,6,E5,West Roxbury,12,Ward 20,2005,R1,65 Heron St,2132,Address,73098,Self Service,"(42.2719, -71.1503)","(42.2719, -71.1503)"
1.01001E+11,2/21/14 0:00,2/24/14 0:00,Closed,Case Closed Case Resolved has been made safe,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,PWDx_District 10A: Roxbury,PWDx,178 Saint Alphonsus St  Mission Hill  MA  02120,9,10A,8,B2,Mission Hill,14,Ward 10,1003,R3,178 Saint Alphonsus St,2120,Address,302962,Citizens Connect App,"(42.3312, -71.1023)","(42.3312, -71.1023)"
1.01001E+11,2/21/14 0:00,2/21/14 0:00,Closed,Case Closed Case Resolved done,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,PWDx_District 1B: North End,PWDx,160-170 N Washington St  Boston  MA  02114,3,1B,8,A1,Downtown / Financial District,3,Ward 3,305,C,160-170 N Washington St,2114,Address,146266,Citizens Connect App,"(42.3674, -71.0592)","(42.3674, -71.0592)"
1.01001E+11,2/21/14 0:00,2/24/14 0:00,Closed,Case Closed Case Resolved washington street ia being done all week till fixed,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,PWDx_District 06: West Roxbury and Roslindale,PWDx,INTERSECTION of Washington St & Pheasant St  Hyde Park  MA,12,6,6,E18,West Roxbury,10,Ward 20,2003,,INTERSECTION Washington St & Pheasant St,,Intersection,5989,Citizens Connect App,"(42.2723, -71.1445)","(42.2723, -71.1445)"
1.01001E+11,2/21/14 0:00,2/24/14 0:00,Closed,Case Closed Case Resolved pothole patched,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,PWDx_District 02: Jamaica Plain,PWDx,INTERSECTION of Belmore Ter & Boylston St  Jamaica Plain  MA,9,2,6,E13,Jamaica Plain,11,Ward 19,1903,,INTERSECTION Belmore Ter & Boylston St,,Intersection,1281,Citizens Connect App,"(42.3188, -71.1104)","(42.3188, -71.1104)"
1.01001E+11,2/21/14 0:00,2/21/14 0:00,Closed,Case Closed Case Noted done,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,PWDx_District 10A: Roxbury,PWDx,INTERSECTION of Gurney St & Smith St  Mission Hill  MA,9,10A,7,B2,Mission Hill,13,Ward 9,904,,INTERSECTION Gurney St & Smith St,,Intersection,5526,Constituent Call,"(42.3328, -71.0964)","(42.3328, -71.0964)"
1.01001E+11,2/21/14 0:00,2/21/14 0:00,Closed,Case Closed Case Invalid,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,PWDx_Requests for Pothole Repair,PWDx,,,,,,,,,,,,,,,Constituent Call,"(42.3594, -71.0587)","(42.3594, -71.0587)"
1.01001E+11,2/21/14 0:00,2/21/14 0:00,Closed,Case Closed Case Resolved,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,PWDx_District 10A: Roxbury,PWDx,INTERSECTION of Boylston St & Charlesgate East  Boston  MA,4,10A,8,D4,Fenway / Kenmore / Audubon Circle / Longwood,14,Ward 5,510,,INTERSECTION Boylston St & Charlesgate East,,Intersection,1768,Constituent Call,"(42.3466, -71.0904)","(42.3466, -71.0904)"
1.01001E+11,2/21/14 0:00,3/10/14 0:00,Closed,Case Closed Case Resolved   USED (2) BAGS OF PATCH LEFT CONE  ALREADY IN SYSTEM FOR TEMP PAVE 2/21,BWSC Pothole,Boston Water & Sewer Commission,Pothole,BWSC Pothole,BWSC_Pothole,BWSC,181 Commonwealth Ave  Boston  MA  02116,4,1C,8,D4,Back Bay,14,Ward 5,507,A,181 Commonwealth Ave,2116,Address,38727,Constituent Call,"(42.3519, -71.0799)","(42.3519, -71.0799)"
1.01001E+11,2/21/14 0:00,2/25/14 0:00,Closed,Case Closed Case Resolved done,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,PWDx_District 05: South Boston,PWDx,INTERSECTION of E First St & Summer St  South Boston  MA,6,5,2,C6,South Boston / South Boston Waterfront,5,Ward 6,607,,INTERSECTION E First St & Summer St,,Intersection,4932,Citizens Connect App,"(42.3381, -71.0355)","(42.3381, -71.0355)"
1.01001E+11,2/21/14 0:00,2/23/14 0:00,Closed,Case Closed Case Resolved duplicate filled yesterday,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,PWDx_District 05: South Boston,PWDx,57 P St  South Boston  MA  02127,6,5,2,C6,South Boston / South Boston Waterfront,5,Ward 6,607,R2,57 P St,2127,Address,288128,Citizens Connect App,"(42.3364, -71.0274)","(42.3364, -71.0274)"
1.01001E+11,2/21/14 0:00,2/24/14 0:00,Closed,Case Closed Duplicate of Existing Case,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,PWDx_District 04: Allston/Brighton,PWDx,26 N Crescent Cirt  Brighton  MA  02135,11,4,9,D14,Allston / Brighton,15,Ward 22,2210,R2,26 N Crescent Cirt,2135,Address,44250,Self Service,"(42.3492, -71.1672)","(42.3492, -71.1672)"
1.01001E+11,2/21/14 0:00,2/26/14 0:00,Closed,Case Closed Case Resolved,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,PWDx_District 1C: Downtown,PWDx,115 Stuart St  Boston  MA  02116,4,1C,2,A1,Downtown / Financial District,6,Ward 5,501,E,115 Stuart St,2116,Address,156115,Constituent Call,"(42.3514, -71.0655)","(42.3514, -71.0655)"
1.01001E+11,2/22/14 0:00,3/3/14 0:00,Closed,Case Closed Case Resolved filled,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,PWDx_District 1C: Downtown,PWDx,58 Tremont St  Boston  MA  02108,3,1C,1,A1,Downtown / Financial District,3,Ward 3,306,E,58 Tremont St,2108,Address,137697,Constituent Call,"(42.358, -71.06)","(42.358, -71.06)"
1.01001E+11,2/22/14 0:00,2/23/14 0:00,Closed,Case Closed Duplicate of Existing Case,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,PWDx_District 06: West Roxbury and Roslindale,PWDx,766 W Roxbury Pkwy  Roslindale  MA  02131,12,6,5,E5,Roslindale,10,Ward 20,2009,R1,766 W Roxbury Pkwy,2131,Address,119275,Citizens Connect App,"(42.2796, -71.1419)","(42.2796, -71.1419)"
1.01001E+11,2/22/14 0:00,2/24/14 0:00,Closed,Case Closed Case Resolved,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,PWDx_District 08: Hyde Park,PWDx,42 Dana Ave  Hyde Park  MA  02136,12,8,5,E18,Hyde Park,10,Ward 18,1818,R2,42 Dana Ave,2136,Address,45965,City Worker App,"(42.2529, -71.1234)","(42.2529, -71.1234)"
1.01001E+11,2/22/14 0:00,2/24/14 0:00,Closed,Case Closed Case Resolved patched,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,PWDx_District 06: West Roxbury and Roslindale,PWDx,766 W Roxbury Pkwy  Roslindale  MA  02131,12,6,5,E5,Roslindale,10,Ward 20,2009,R1,766 W Roxbury Pkwy,2131,Address,119275,Citizens Connect App,"(42.2796, -71.1419)","(42.2796, -71.1419)"
1.01001E+11,2/22/14 0:00,2/24/14 0:00,Closed,Case Closed Case Resolved pothole patched,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,PWDx_District 02: Jamaica Plain,PWDx,8 Asticou Rd  Roslindale  MA  02131,12,2,6,E13,Jamaica Plain,11,Ward 19,1902,R2,8 Asticou Rd,2131,Address,180263,Citizens Connect App,"(42.3002, -71.115)","(42.3002, -71.115)"
1.01001E+11,2/22/14 0:00,2/24/14 0:00,Closed,Case Closed Duplicate of Existing Case,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,PWDx_District 06: West Roxbury and Roslindale,PWDx,766 W Roxbury Pkwy  Roslindale  MA  02131,12,6,5,E5,Roslindale,10,Ward 20,2009,R1,766 W Roxbury Pkwy,2131,Address,119275,Citizens Connect App,"(42.2796, -71.1419)","(42.2796, -71.1419)"
1.01001E+11,2/22/14 0:00,2/24/14 0:00,Closed,Case Closed Case Resolved pothole patched,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,PWDx_District 02: Jamaica Plain,PWDx,8 Asticou Rd  Roslindale  MA  02131,12,2,6,E13,Jamaica Plain,11,Ward 19,1902,R2,8 Asticou Rd,2131,Address,180263,Citizens Connect App,"(42.3002, -71.115)","(42.3002, -71.115)"
1.01001E+11,2/22/14 0:00,2/24/14 0:00,Closed,Case Closed Case Resolved has been made safe,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,PWDx_District 10B: Roxbury,PWDx,68-80 Hampden St  Roxbury  MA  02119,7,10B,7,B2,Roxbury,13,Ward 8,803,E,68-80 Hampden St,2119,Address,68577,Constituent Call,"(42.3307, -71.0747)","(42.3307, -71.0747)"
1.01001E+11,2/22/14 0:00,2/23/14 0:00,Closed,Case Closed Case Resolved filled,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,PWDx_District 1C: Downtown,PWDx,INTERSECTION of Tremont St & Winter St  Boston  MA,3,1C,8,A1,Downtown / Financial District,14,Ward 5,503,,INTERSECTION Tremont St & Winter St,,Intersection,8555,Constituent Call,"(42.3563, -71.0623)","(42.3563, -71.0623)"
1.01001E+11,2/22/14 0:00,2/23/14 0:00,Closed,Case Closed Case Resolved filled by city wide1:15pm,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,PWDx_District 07: South Dorchester,PWDx,INTERSECTION of Gallivan Blvd & Neponset Ave  Dorchester  MA,8,7,3,C11,Dorchester,7,Ward 16,1610,,INTERSECTION Gallivan Blvd & Neponset Ave,,Intersection,5198,City Worker App,"(42.2861, -71.0433)","(42.2861, -71.0433)"
1.01001E+11,2/22/14 0:00,2/24/14 0:00,Closed,Case Closed Case Resolved made safe,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,PWDx_District 07: South Dorchester,PWDx,43 Chickatawbut St  Dorchester  MA  02122,8,7,3,C11,Dorchester,7,Ward 16,1610,R2,43 Chickatawbut St,2122,Address,32026,City Worker App,"(42.2864, -71.0481)","(42.2864, -71.0481)"
1.01001E+11,2/22/14 0:00,2/23/14 0:00,Closed,Case Closed Case Resolved filled yesterday,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,PWDx_District 05: South Boston,PWDx,63 P St  South Boston  MA  02127,6,5,2,C6,South Boston / South Boston Waterfront,5,Ward 6,607,R1,63 P St,2127,Address,106276,Constituent Call,"(42.3362, -71.0274)","(42.3362, -71.0274)"
1.01001E+11,2/22/14 0:00,2/24/14 0:00,Closed,Case Closed Case Resolved STREET HAS COLLAPSED DUE TO A SINKHOLE BETWEEN C ST & D ST ON WEST BROADWAY.  SINKHOLE BELONGS TO RJV CONSTRUCTION.  NOTIFIED VICTOR PACELLA ON 2/22/14 AT 08:58 (617-908-2101)  STATED WILL HAVE HIS CREW RESPOND 2/22,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,BWSC_All Cases,BWSC,INTERSECTION of E Broadway & Dorchester St  South Boston  MA,6,5,2,C6,South Boston / South Boston Waterfront,5,Ward 6,604,,INTERSECTION E Broadway & Dorchester St,,Intersection,1981,Constituent Call,"(42.3355, -71.0455)","(42.3355, -71.0455)"
1.01001E+11,2/22/14 0:00,2/24/14 0:00,Closed,Case Closed Case Resolved STREET HAS COLLAPSED DUE TO A SINKHOLE BETWEEN C ST & D ST ON WEST BROADWAY.  SINKHOLE BELONGS TO RJV CONSTRUCTION.  NOTIFIED VICTOR PACELLA ON 2/22/14 AT 08:58 (617-908-2101)  STATED WILL HAVE HIS CREW RESPOND 2/22,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,BWSC_All Cases,BWSC,311-313 W Broadway  South Boston  MA  02127,6,5,2,C6,South Boston / South Boston Waterfront,5,Ward 6,603,RC,311-313 W Broadway,2127,Address,21427,Constituent Call,"(42.3384, -71.0507)","(42.3384, -71.0507)"
1.01001E+11,2/22/14 0:00,3/3/14 0:00,Closed,Case Closed Case Resolved pothole filled,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,PWDx_District 05: South Boston,PWDx,525 E Seventh St  South Boston  MA  02127,6,5,2,C6,South Boston / South Boston Waterfront,5,Ward 7,702,E,525 E Seventh St,2127,Address,125368,Self Service,"(42.3321, -71.0394)","(42.3321, -71.0394)"
1.01001E+11,2/22/14 0:00,2/24/14 0:00,Closed,Case Closed Case Resolved,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,PWDx_District 08: Hyde Park,PWDx,43 Dana Ave  Hyde Park  MA  02136,12,8,5,E18,Hyde Park,10,Ward 18,1818,R2,43 Dana Ave,2136,Address,45966,City Worker App,"(42.2529, -71.1238)","(42.2529, -71.1238)"
1.01001E+11,2/22/14 0:00,2/24/14 0:00,Closed,Case Closed Case Resolved patched,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,PWDx_District 06: West Roxbury and Roslindale,PWDx,660 W Roxbury Pkwy  Roslindale  MA  02131,12,6,5,E5,Roslindale,10,Ward 20,2008,R1,660 W Roxbury Pkwy,2131,Address,119235,Citizens Connect App,"(42.2834, -71.1465)","(42.2834, -71.1465)"
1.01001E+11,2/22/14 0:00,2/24/14 0:00,Closed,Case Closed Case Resolved,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,PWDx_District 08: Hyde Park,PWDx,1263 River St  Hyde Park  MA  02136,12,8,5,E18,Hyde Park,10,Ward 18,1818,C,1263 River St,2136,Address,156013,City Worker App,"(42.256, -71.1238)","(42.256, -71.1238)"
1.01001E+11,2/22/14 0:00,2/24/14 0:00,Closed,Case Closed Case Resolved,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,PWDx_District 08: Hyde Park,PWDx,INTERSECTION of Davison St & Fairmount Ave  Hyde Park  MA,12,8,5,E18,Hyde Park,10,Ward 18,1813,,INTERSECTION Davison St & Fairmount Ave,,Intersection,3933,City Worker App,"(42.255, -71.1203)","(42.255, -71.1203)"
1.01001E+11,2/22/14 0:00,2/23/14 0:00,Closed,Case Closed Duplicate of Existing Case,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,PWDx_District 08: Hyde Park,PWDx,INTERSECTION of Fairmount Ave & Pierce St  Hyde Park  MA,12,8,5,E18,Hyde Park,10,Ward 18,1813,,INTERSECTION Fairmount Ave & Pierce St,,Intersection,4756,City Worker App,"(42.2547, -71.1201)","(42.2547, -71.1201)"
1.01001E+11,2/22/14 0:00,2/24/14 0:00,Closed,Case Closed Case Resolved,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,PWDx_District 08: Hyde Park,PWDx,INTERSECTION of Fairmount Ave & Pierce St  Hyde Park  MA,12,8,5,E18,Hyde Park,10,Ward 18,1813,,INTERSECTION Fairmount Ave & Pierce St,,Intersection,4756,City Worker App,"(42.2547, -71.1201)","(42.2547, -71.1201)"
1.01001E+11,2/22/14 0:00,2/24/14 0:00,Closed,Case Closed Case Resolved,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,PWDx_District 08: Hyde Park,PWDx,INTERSECTION of Maple St & Walnut St  Hyde Park  MA,12,8,5,E18,Hyde Park,10,Ward 18,1818,,INTERSECTION Maple St & Walnut St,,Intersection,7044,City Worker App,"(42.2536, -71.1198)","(42.2536, -71.1198)"
1.01001E+11,2/22/14 0:00,3/2/14 0:00,Closed,Case Closed Case Resolved done,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,PWDx_District 1A: Charlestown,PWDx,INTERSECTION of Main St & Mead St  Charlestown  MA,3,1A,1,A15,Charlestown,2,Ward 2,206,,INTERSECTION Main St & Mead St,,Intersection,6992,Constituent Call,"(42.3794, -71.0691)","(42.3794, -71.0691)"
1.01001E+11,2/22/14 0:00,2/24/14 0:00,Closed,Case Closed Case Resolved has been made safe,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,PWDx_District 10B: Roxbury,PWDx,INTERSECTION of Hampden St & Kemble St  Roxbury  MA,7,10B,7,B2,Roxbury,13,Ward 8,803,,INTERSECTION Hampden St & Kemble St,,Intersection,5586,Constituent Call,"(42.3298, -71.0749)","(42.3298, -71.0749)"
1.01001E+11,2/22/14 0:00,2/23/14 0:00,Closed,Case Closed Case Noted called city hall told them Gallivan blvsd is DCR,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,PWDx_District 07: South Dorchester,PWDx,757 Gallivan Blvd  Dorchester  MA  02122,8,7,3,C11,Dorchester,7,Ward 16,1612,C,757 Gallivan Blvd,2122,Address,239227,Self Service,"(42.2839, -71.0448)","(42.2839, -71.0448)"
1.01001E+11,2/22/14 0:00,2/24/14 0:00,Closed,Case Closed Case Resolved made safe,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,PWDx_District 07: South Dorchester,PWDx,19 Chickatawbut St  Dorchester  MA  02122,8,7,3,C11,Dorchester,7,Ward 16,1610,R1,19 Chickatawbut St,2122,Address,32009,Citizens Connect App,"(42.2867, -71.0465)","(42.2867, -71.0465)"
1.01001E+11,2/22/14 0:00,2/25/14 0:00,Closed,Case Closed Case Resolved AT THATLOCATION ROADWAY PATCH BY DIST#4,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,PWDx_District 04: Allston/Brighton,PWDx,27 Lothrop St  Brighton  MA  02135,11,4,9,D14,Allston / Brighton,15,Ward 22,2205,R4,27 Lothrop St,2135,Address,266597,Citizens Connect App,"(42.3602, -71.1449)","(42.3602, -71.1449)"
1.01001E+11,2/22/14 0:00,2/24/14 0:00,Closed,Case Closed Case Invalid No pot holes to be found,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,PWDx_District 10B: Roxbury,PWDx,INTERSECTION of Warren St & Townsend St  Boston  MA,9,10B,7,B2,Roxbury,13,Ward 12,1206,,INTERSECTION Warren St & Townsend St,,Intersection,5938,Constituent Call,"(42.3164, -71.0829)","(42.3164, -71.0829)"
1.01001E+11,2/22/14 0:00,2/23/14 0:00,Closed,Case Closed Duplicate of Existing Case,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,PWDx_District 08: Hyde Park,PWDx,1104 Hyde Park Ave  Hyde Park  MA  02136,12,8,5,E18,Hyde Park,10,Ward 18,1814,R2,1104 Hyde Park Ave,2136,Address,77037,City Worker App,"(42.2616, -71.1219)","(42.2616, -71.1219)"
1.01001E+11,2/22/14 0:00,2/24/14 0:00,Closed,Case Closed Case Resolved,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,PWDx_District 08: Hyde Park,PWDx,1104 Hyde Park Ave  Hyde Park  MA  02136,12,8,5,E18,Hyde Park,10,Ward 18,1814,R2,1104 Hyde Park Ave,2136,Address,77037,City Worker App,"(42.2616, -71.1219)","(42.2616, -71.1219)"
1.01001E+11,2/22/14 0:00,2/24/14 0:00,Closed,Case Closed Case Resolved,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,PWDx_District 08: Hyde Park,PWDx,28 Greenwood Ave  Hyde Park  MA  02136,12,8,5,E18,Hyde Park,10,Ward 18,1814,R2,28 Greenwood Ave,2136,Address,243991,City Worker App,"(42.2647, -71.1194)","(42.2647, -71.1194)"
1.01001E+11,2/22/14 0:00,2/27/14 0:00,Closed,Case Closed Case Resolved done,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,PWDx_District 1B: North End,PWDx,INTERSECTION of Cooper St & N Washington St  Boston  MA,3,1B,1,A1,Downtown / Financial District,3,Ward 3,304,,INTERSECTION Cooper St & N Washington St,,Intersection,3484,Citizens Connect App,"(42.3644, -71.0582)","(42.3644, -71.0582)"
1.01001E+11,2/22/14 0:00,2/23/14 0:00,Closed,Case Closed Case Resolved filled yesterday,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,PWDx_District 05: South Boston,PWDx,228 W Ninth St  South Boston  MA  02127,6,5,2,C6,South Boston / South Boston Waterfront,5,Ward 7,705,R3,228 W Ninth St,2127,Address,283448,Citizens Connect App,"(42.3328, -71.0518)","(42.3328, -71.0518)"
1.01001E+11,2/22/14 0:00,2/23/14 0:00,Closed,Case Closed Case Resolved filled yesterday,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,PWDx_District 05: South Boston,PWDx,INTERSECTION of Linden St & Thomas Park  South Boston  MA,6,5,2,C6,South Boston / South Boston Waterfront,5,Ward 7,703,,INTERSECTION Linden St & Thomas Park,,Intersection,6885,Citizens Connect App,"(42.3335, -71.0449)","(42.3335, -71.0449)"
1.01001E+11,2/22/14 0:00,2/27/14 0:00,Closed,Case Closed Case Resolved done,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,PWDx_District 1B: North End,PWDx,160 N Washington St  Boston  MA  02114,3,1B,8,A1,Downtown / Financial District,3,Ward 3,305,C,160 N Washington St,2114,Address,332878,Citizens Connect App,"(42.3672, -71.0594)","(42.3672, -71.0594)"
1.01001E+11,2/22/14 0:00,2/24/14 0:00,Closed,Case Closed Case Resolved Pothole Filled,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,PWDx_District 07: South Dorchester,PWDx,INTERSECTION of Bowman St & Narragansett St  Dorchester  MA,8,7,3,C11,Dorchester,7,Ward 16,1610,,INTERSECTION Bowman St & Narragansett St,,Intersection,1752,Citizens Connect App,"(42.2864, -71.0475)","(42.2864, -71.0475)"
1.01001E+11,2/22/14 0:00,3/3/14 0:00,Closed,Case Closed Case Resolved filled 3/3/14,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,PWDx_District 1A: Charlestown,PWDx,25 Phipps St  Charlestown  MA  02129,3,1A,1,A15,Charlestown,2,2,206,E,25 Phipps St,2129,Address,110161,Citizens Connect App,"(42.3594, -71.0587)","(42.3594, -71.0587)"
1.01001E+11,2/22/14 0:00,2/23/14 0:00,Closed,Case Closed Case Resolved filled yesterday,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,PWDx_District 1B: North End,PWDx,19-21 Snow Hill St  Boston  MA  02113,3,1B,1,A1,Downtown / Financial District,3,Ward 3,303,R4,19-21 Snow Hill St,2113,Address,128226,Constituent Call,"(42.3663, -71.0564)","(42.3663, -71.0564)"
1.01001E+11,2/22/14 0:00,2/24/14 0:00,Closed,Case Closed Case Resolved patched,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,PWDx_District 06: West Roxbury and Roslindale,PWDx,INTERSECTION of Colberg Ave & W Roxbury Pkwy  Roslindale  MA,12,6,5,E5,Roslindale,10,Ward 20,2008,,INTERSECTION Colberg Ave & W Roxbury Pkwy,,Intersection,3169,Citizens Connect App,"(42.2819, -71.1453)","(42.2819, -71.1453)"
1.01001E+11,2/22/14 0:00,2/24/14 0:00,Closed,Case Closed Case Resolved patched,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,PWDx_District 06: West Roxbury and Roslindale,PWDx,INTERSECTION of W Roxbury Pkwy & Westbourne St  Roslindale  MA,12,6,5,E5,Roslindale,10,Ward 20,2009,,INTERSECTION W Roxbury Pkwy & Westbourne St,,Intersection,8198,Citizens Connect App,"(42.2807, -71.1434)","(42.2807, -71.1434)"
1.01001E+11,2/22/14 0:00,3/5/14 0:00,Closed,Case Closed Case Resolved done,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,PWDx_District 1C: Downtown,PWDx,INTERSECTION of Beacon St & School St  Boston  MA,3,1C,1,A1,Downtown / Financial District,3,Ward 3,306,,INTERSECTION Beacon St & School St,,Intersection,1115,Constituent Call,"(42.358, -71.0604)","(42.358, -71.0604)"
1.01001E+11,2/22/14 0:00,2/23/14 0:00,Closed,Case Closed Case Resolved filled,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,PWDx_District 05: South Boston,PWDx,INTERSECTION of Columbia Rd & Old Colony Ave  Dorchester  MA,7,5,3,C6,South Boston / South Boston Waterfront,7,Ward 13,1303,,INTERSECTION Columbia Rd & Old Colony Ave,,Intersection,3246,Citizens Connect App,"(42.3214, -71.0521)","(42.3214, -71.0521)"
1.01001E+11,2/22/14 0:00,2/24/14 0:00,Closed,Case Closed Duplicate of Existing Case,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,PWDx_District 1C: Downtown,PWDx,INTERSECTION of Massachusetts Ave & Commonwealth Ave. Underpass  Boston  MA,4,1C,8,D4,Back Bay,14,Ward 5,509,,INTERSECTION Massachusetts Ave & Commonwealth Ave. Underpass,,Intersection,7134,Self Service,"(42.3491, -71.0886)","(42.3491, -71.0886)"
1.01001E+11,2/22/14 0:00,3/3/14 0:00,Closed,Case Closed Case Resolved pothole filled,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,PWDx_District 1C: Downtown,PWDx,18 Dartmouth Pl  Boston  MA  02116,4,1C,2,D4,South End,6,Ward 4,401,CM,18 Dartmouth Pl,2116,Address,46278,Citizens Connect App,"(42.3451, -71.0733)","(42.3451, -71.0733)"
1.01001E+11,2/22/14 0:00,2/24/14 0:00,Closed,Case Closed Case Resolved pothole patched,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,PWDx_District 02: Jamaica Plain,PWDx,4139 Washington St  Roslindale  MA  02131,12,2,5,E5,Roslindale,10,Ward 19,1911,C,4139 Washington St,2131,Address,145129,Constituent Call,"(42.2893, -71.1256)","(42.2893, -71.1256)"
